Currency Name,Currency Code,Buying Rate (Cash),Buying Rate (Transfer),Selling Rate,icon,Date
SINGAPORE DOLLAR,SGD,18122.49,18305.54,18938.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-01-29
THAI BAHT,THB,658.52,731.69,761.55,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-01-29
CANADIAN DOLLAR,CAD,17035.77,17207.85,17802.82,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-01-29
SWISS FRANC,CHF,26986.34,27258.93,28201.41,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-01-29
HONG KONG DOLLAR,HKD,3133.34,3164.99,3274.43,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-01-29
CHINESE YUAN,CNY,3371.01,3405.06,3522.79,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-01-29
DANISH KRONE,DKK,0.0,3456.57,3597.61,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-01-29
INDIAN RUPEE,INR,0.0,289.76,302.07,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-01-29
KOREAN WON,KRW,15.14,16.82,18.29,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-01-29
KUWAITI DINAR,KWD,0.0,81124.3,84571.44,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-01-29
MALAYSIAN RINGGIT,MYR,0.0,5662.23,5799.71,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-01-29
NORWEGIAN KRONE,NOK,0.0,2188.06,2286.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-01-29
RUSSIAN RUBLE,RUB,0.0,242.9,269.54,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-01-29
SAUDI ARABIAN RIYAL,SAR,0.0,6657.08,6918.45,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-01-29
SWEDISH KRONA,SEK,0.0,2246.8,2347.85,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-01-29
US DOLLAR,USD,24770.0,24800.0,25300.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-01-30
EURO,EUR,25598.65,25857.22,27067.51,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-01-30
UK POUND STERLING,GBP,30305.07,30611.18,31669.58,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-01-30
JAPANESE YEN,JPY,155.23,156.79,165.49,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-01-30
AUSTRALIAN DOLLAR,AUD,15419.7,15575.45,16113.98,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-01-30
SINGAPORE DOLLAR,SGD,18122.49,18305.54,18938.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-01-30
THAI BAHT,THB,658.52,731.69,761.55,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-01-30
CANADIAN DOLLAR,CAD,17035.77,17207.85,17802.82,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-01-30
SWISS FRANC,CHF,26986.34,27258.93,28201.41,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-01-30
HONG KONG DOLLAR,HKD,3133.34,3164.99,3274.43,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-01-30
CHINESE YUAN,CNY,3371.01,3405.06,3522.79,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-01-30
DANISH KRONE,DKK,0.0,3456.57,3597.61,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-01-30
INDIAN RUPEE,INR,0.0,289.76,302.07,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-01-30
KOREAN WON,KRW,15.14,16.82,18.29,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-01-30
KUWAITI DINAR,KWD,0.0,81124.3,84571.44,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-01-30
MALAYSIAN RINGGIT,MYR,0.0,5662.23,5799.71,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-01-30
NORWEGIAN KRONE,NOK,0.0,2188.06,2286.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-01-30
RUSSIAN RUBLE,RUB,0.0,242.9,269.54,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-01-30
SAUDI ARABIAN RIYAL,SAR,0.0,6657.08,6918.45,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-01-30
SWEDISH KRONA,SEK,0.0,2246.8,2347.85,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-01-30
US DOLLAR,USD,24770.0,24800.0,25300.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-01-31
EURO,EUR,25598.65,25857.22,27067.51,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-01-31
UK POUND STERLING,GBP,30305.07,30611.18,31669.58,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-01-31
JAPANESE YEN,JPY,155.23,156.79,165.49,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-01-31
AUSTRALIAN DOLLAR,AUD,15419.7,15575.45,16113.98,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-01-31
SINGAPORE DOLLAR,SGD,18122.49,18305.54,18938.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-01-31
THAI BAHT,THB,658.52,731.69,761.55,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-01-31
CANADIAN DOLLAR,CAD,17035.77,17207.85,17802.82,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-01-31
SWISS FRANC,CHF,26986.34,27258.93,28201.41,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-01-31
HONG KONG DOLLAR,HKD,3133.34,3164.99,3274.43,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-01-31
CHINESE YUAN,CNY,3371.01,3405.06,3522.79,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-01-31
DANISH KRONE,DKK,0.0,3456.57,3597.61,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-01-31
INDIAN RUPEE,INR,0.0,289.76,302.07,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-01-31
KOREAN WON,KRW,15.14,16.82,18.29,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-01-31
KUWAITI DINAR,KWD,0.0,81124.3,84571.44,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-01-31
MALAYSIAN RINGGIT,MYR,0.0,5662.23,5799.71,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-01-31
NORWEGIAN KRONE,NOK,0.0,2188.06,2286.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-01-31
RUSSIAN RUBLE,RUB,0.0,242.9,269.54,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-01-31
SAUDI ARABIAN RIYAL,SAR,0.0,6657.08,6918.45,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-01-31
SWEDISH KRONA,SEK,0.0,2246.8,2347.85,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-01-31
US DOLLAR,USD,24770.0,24800.0,25300.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-02-01
EURO,EUR,25598.65,25857.22,27067.51,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-02-01
UK POUND STERLING,GBP,30305.07,30611.18,31669.58,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-02-01
JAPANESE YEN,JPY,155.23,156.79,165.49,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-02-01
AUSTRALIAN DOLLAR,AUD,15419.7,15575.45,16113.98,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-02-01
SINGAPORE DOLLAR,SGD,18122.49,18305.54,18938.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-02-01
THAI BAHT,THB,658.52,731.69,761.55,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-02-01
CANADIAN DOLLAR,CAD,17035.77,17207.85,17802.82,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-02-01
SWISS FRANC,CHF,26986.34,27258.93,28201.41,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-02-01
HONG KONG DOLLAR,HKD,3133.34,3164.99,3274.43,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-02-01
CHINESE YUAN,CNY,3371.01,3405.06,3522.79,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-02-01
DANISH KRONE,DKK,0.0,3456.57,3597.61,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-02-01
INDIAN RUPEE,INR,0.0,289.76,302.07,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-02-01
KOREAN WON,KRW,15.14,16.82,18.29,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-02-01
KUWAITI DINAR,KWD,0.0,81124.3,84571.44,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-02-01
MALAYSIAN RINGGIT,MYR,0.0,5662.23,5799.71,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-02-01
NORWEGIAN KRONE,NOK,0.0,2188.06,2286.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-02-01
RUSSIAN RUBLE,RUB,0.0,242.9,269.54,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-02-01
SAUDI ARABIAN RIYAL,SAR,0.0,6657.08,6918.45,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-02-01
SWEDISH KRONA,SEK,0.0,2246.8,2347.85,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-02-01
US DOLLAR,USD,24770.0,24800.0,25300.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-02-02
EURO,EUR,25598.65,25857.22,27067.51,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-02-02
UK POUND STERLING,GBP,30305.07,30611.18,31669.58,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-02-02
JAPANESE YEN,JPY,155.23,156.79,165.49,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-02-02
AUSTRALIAN DOLLAR,AUD,15419.7,15575.45,16113.98,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-02-02
SINGAPORE DOLLAR,SGD,18122.49,18305.54,18938.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-02-02
THAI BAHT,THB,658.52,731.69,761.55,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-02-02
CANADIAN DOLLAR,CAD,17035.77,17207.85,17802.82,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-02-02
SWISS FRANC,CHF,26986.34,27258.93,28201.41,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-02-02
HONG KONG DOLLAR,HKD,3133.34,3164.99,3274.43,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-02-02
CHINESE YUAN,CNY,3371.01,3405.06,3522.79,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-02-02
DANISH KRONE,DKK,0.0,3456.57,3597.61,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-02-02
INDIAN RUPEE,INR,0.0,289.76,302.07,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-02-02
KOREAN WON,KRW,15.14,16.82,18.29,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-02-02
KUWAITI DINAR,KWD,0.0,81124.3,84571.44,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-02-02
MALAYSIAN RINGGIT,MYR,0.0,5662.23,5799.71,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-02-02
NORWEGIAN KRONE,NOK,0.0,2188.06,2286.47,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-02-02
RUSSIAN RUBLE,RUB,0.0,242.9,269.54,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-02-02
SAUDI ARABIAN RIYAL,SAR,0.0,6657.08,6918.45,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-02-02
SWEDISH KRONA,SEK,0.0,2246.8,2347.85,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-02-02
US DOLLAR,USD,25110.0,25140.0,25500.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-02-03
EURO,EUR,25268.34,25523.58,26653.97,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-02-03
UK POUND STERLING,GBP,30303.75,30609.85,31592.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-02-03
JAPANESE YEN,JPY,157.25,158.83,167.24,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-02-03
AUSTRALIAN DOLLAR,AUD,15128.44,15281.25,15771.57,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-02-03
SINGAPORE DOLLAR,SGD,18076.95,18259.55,18845.42,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sgd.svg?h=32&w=32&ts=20230709003433&hash=C95A1CFD98A6896023B5EFE9D23459AA,2025-02-03
THAI BAHT,THB,657.67,730.75,758.73,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_thb.svg?h=32&w=32&ts=20230610195952&hash=AB6CDBA1C854ADE46132EBF0A6DCFEF4,2025-02-03
CANADIAN DOLLAR,CAD,16769.86,16939.25,17482.76,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cad.svg?h=32&w=32&ts=20230610195951&hash=55B303641110059C97F6ABDE45B2FE20,2025-02-03
SWISS FRANC,CHF,26945.67,27217.85,28091.16,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_chf.svg?h=32&w=32&ts=20230610195952&hash=CBA2E48794BD6E04AAF8761C55AB07DF,2025-02-03
HONG KONG DOLLAR,HKD,3166.3,3198.28,3300.9,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_hkd.svg?h=32&w=32&ts=20230610195951&hash=E50E43ECCD43C736E273734DEEB000D8,2025-02-03
CHINESE YUAN,CNY,3403.37,3437.75,3548.06,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_cny.svg?h=32&w=32&ts=20230610195953&hash=1E37E5E1D30CA9F186D9B8A0A188AE7C,2025-02-03
DANISH KRONE,DKK,0.0,3411.95,3542.63,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_dkk.svg?h=32&w=32&ts=20230610195954&hash=7A1074CAFFF3E4469DD8DBFA9F95D1C0,2025-02-03
INDIAN RUPEE,INR,0.0,289.96,301.56,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_inr.svg?h=32&w=32&ts=20230610195952&hash=6E19DDEEC1053D83CE9C98283BE347AC,2025-02-03
KOREAN WON,KRW,14.94,16.6,18.01,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_krw.svg?h=32&w=32&ts=20230709003433&hash=43B80AF8FF6632988EB89EF0C30BDDE6,2025-02-03
KUWAITI DINAR,KWD,0.0,81740.05,85008.31,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_kwd.svg?h=32&w=32&ts=20230610195949&hash=76B738C67E5151DBB4F9D27A0DEA2FC3,2025-02-03
MALAYSIAN RINGGIT,MYR,0.0,5591.41,5713.38,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_myr.svg?h=32&w=32&ts=20230610195950&hash=4736802FBB11427761408F193E6452EC,2025-02-03
NORWEGIAN KRONE,NOK,0.0,2169.62,2261.74,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_nok.svg?h=32&w=32&ts=20230610195951&hash=48B571580E4926C86F257FE4D167F750,2025-02-03
RUSSIAN RUBLE,RUB,0.0,242.41,268.35,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_rub.svg?h=32&w=32&ts=20230709003433&hash=B5A31D5C371B6C922EBB4808605705EB,2025-02-03
SAUDI ARABIAN RIYAL,SAR,0.0,6732.12,6979.6,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sar.svg?h=32&w=32&ts=20230610195954&hash=732C766503BA27FF3A8764FAF20A2C0F,2025-02-03
SWEDISH KRONA,SEK,0.0,2209.51,2303.33,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_sek.svg?h=32&w=32&ts=20230610195949&hash=88CF4CDE8DB12CA0D56485A05EC27A22,2025-02-03
US DOLLAR,USD,24970.0,25000.0,25360.0,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_usa.svg?h=32&w=32&ts=20230610195953&hash=4576D9B7C910424CC72B7A592BA369AE,2025-02-04
EURO,EUR,25371.41,25627.69,26762.92,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_eur.svg?h=32&w=32&ts=20230610195955&hash=10502813C2316A5601FD57F7A0C89A3A,2025-02-04
UK POUND STERLING,GBP,30501.63,30809.73,31798.57,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_gbp.svg?h=32&w=32&ts=20230610195950&hash=72ED63A02E20F8B413E65DE9B7F062AE,2025-02-04
JAPANESE YEN,JPY,156.59,158.17,166.55,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_jpy.svg?h=32&w=32&ts=20230610195953&hash=C5D3E7B6B5EEE49C3D5C3C3A8B6798B8,2025-02-04
AUSTRALIAN DOLLAR,AUD,15231.19,15385.04,15878.82,/-/media/Default-Website/Default-Images/Icons/Flags/im_flag_aud.svg?h=32&w=32&ts=20230610195950&hash=F70700292015EB326CA79643D4F05C03,2025-02-04
